PLAYERID,PLAYER_SLUG,POSITIONS
844601,filipe-machado,DM
1386893,peralta-fabrizio,MC
994479,wesley-gasolina,MR
867907,lucas-oliveira,DC
1067634,fernando-henrique,MC
1067634,fernando-henrique,DM
1836052,amorim-de-assis-vitor-hugo,DL
870787,marlon,DL
604274,william,DR
604274,william,MR
1112484,kaiki,DL
844602,ze-ivaldo,DC
844602,ze-ivaldo,DR
978638,joao-marcelo,DC
329597,helibelton-palacios,DR
329597,helibelton-palacios,DC
260077,lucas-villalba,DC
260077,lucas-villalba,DL
260077,lucas-villalba,DR
840247,neris,DC
1105062,weverton,DC
1217828,pedrao,DC
1498670,jonathan,DC
27756,cassio,GK
1111770,gabriel-grando,GK
942061,anderson,GK
359024,juan-martin-lucero,ST
937552,breno-lopes,LW
937552,breno-lopes,ST
1046501,moises,LW
1046501,moises,ST
974698,imanol-machuca,MR
814723,renato-kayzer,ST
794930,pedro-rocha,LW
794930,pedro-rocha,ST
798127,marinho,RW
363688,yago-pikachu,MR
363688,yago-pikachu,RW
1117065,kervin-andrade,LW
824626,tomas-pochettino,AM
824626,tomas-pochettino,MC
1046796,calebe,MC
1104068,hercules,MC
1104068,hercules,DM
794312,emmanuel-martinez,MC
794312,emmanuel-martinez,AM
551422,ze-welison,MC
551422,ze-welison,DM
842682,matheus-rossetto,MC
842682,matheus-rossetto,DM
922556,pedro-augusto,MC
922556,pedro-augusto,DM
123225,lucas-sasha,MC
123225,lucas-sasha,DM
1516708,kauan-rodrigues,MC
590324,benjamin-kuscevic,DC
931574,felipe-jonatan,DL
330057,tinga,DR
243435,titi,DC
870691,bruno-pacheco,DL
789395,emanuel-britez,DC
789395,emanuel-britez,DR
1116956,thauan-lara,DL
859083,dudu,DR
849020,tomas-cardona,DC
166491,santos,GK
839761,joao-ricardo,GK
879859,mauricio-kozlinski,GK
345847,gonzalo-mastriani,ST
374486,pablo,ST
838303,lucas-di-yorio,ST
1383222,romeo-benitez,ML
1133743,romulo,ST
1167536,julimar,MR
13630,fernandinho,MC
13630,fernandinho,DM
846413,agustin-canobbio,RW
1092354,bruno-zapelli,AM
1092354,bruno-zapelli,MC
139300,nikao,RW
139300,nikao,ST
139300,nikao,AM
871273,tomas-cuello,LW
242052,gabriel-girotto,MC
242052,gabriel-girotto,DM
874063,erick,MC
874063,erick,DM
1482354,dudu,AM
981733,christian,MC
981733,christian,DM
358166,alex-santana,MC
358166,alex-santana,DM
1107060,felipinho,MC
1128847,jader,LW
1188028,ze-vitor,AM
1087079,lucas-esquivel,DL
33106,thiago-heleno,DC
963990,kaique-rocha,DC
243439,madson,DR
1085451,gamarra-mateo,DC
794006,leonardo-godoy,DR
794006,leonardo-godoy,MR
1002565,luan-patrick,DC
1017746,fernando,DL
1016104,bento,GK
1128850,mycael,GK
1119887,leo-linck,GK
1064298,gabriel-pereira,GK
143846,eduardo-sasha,ST
906837,helinho,RW
906837,helinho,LW
1018547,thiago-borbas,ST
1105595,sorriso,LW
840150,matheus-fernandes,MC
840150,matheus-fernandes,DM
794928,lincoln,AM
794928,lincoln,MC
331397,lucas-evangelista,MC
331397,lucas-evangelista,DM
950545,eric-ramires,MC
950545,eric-ramires,DM
1170680,henry-mosquera,LW
948004,ignacio-laquintana,RW
840210,vitinho,AM
964127,jadsom,MC
964127,jadsom,DM
1463904,gustavo-neves,MC
870760,raul,MC
870760,raul,DM
798166,leandrinho,LW
798166,leandrinho,RW
798166,leandrinho,ST
870556,juninho-capixaba,DL
905459,luan-candido,DL
905459,luan-candido,DC
551774,pedro-henrique,DC
987589,andres-hurtado,DR
987589,andres-hurtado,MR
977676,leonardo-realpe,DC
1116955,nathan-mendes,DR
1134472,douglas-mendes,DC
1003014,kevin-lomonaco,DC
980492,cesar-haydar,DC
925189,eduardo-santos,DC
794139,lucas-cunha,DC
844576,cleiton,GK
981586,lucao,GK
34705,hulk,ST
885179,paulinho,ST
885179,paulinho,LW
37006,eduardo-vargas,ST
37006,eduardo-vargas,LW
39656,alan-kardec,ST
909487,fabio-gomes,ST
1650085,robert-santos,AM
559036,gustavo-scarpa,AM
559036,gustavo-scarpa,RW
559036,gustavo-scarpa,LW
241488,bernard,LW
241488,bernard,AM
859970,matias-zaracho,MC
859970,matias-zaracho,AM
859970,matias-zaracho,RW
822729,alan-franco,MC
822729,alan-franco,DM
913598,igor-gomes,MC
913598,igor-gomes,AM
158257,rodrigo-battaglia,MC
158257,rodrigo-battaglia,DM
1093196,rubens,DL
552686,otavio,MC
552686,otavio,DM
1471221,alisson,MR
1106599,brahian-palacios,RW
1127439,guilherme-arana,DL
315916,renzo-saravia,DR
797893,lyanco,DC
797893,lyanco,DR
385916,mauricio-lemos,DC
333275,junior-alonso,DC
973737,bruno-fuchs,DC
753662,igor-rabello,DC
40076,mariano,DR
1117102,romulo,DC
870748,everson,GK
1018555,matheus-mendes,GK
583974,pablo-vegetti,ST
1464966,rayan,LW
840291,david,ST
840291,david,LW
1017023,clayton,ST
119159,philippe-coutinho,AM
119159,philippe-coutinho,LW
14216,dimitri-payet,AM
14216,dimitri-payet,ST
1105970,adson,RW
1003013,juan-sforza,MC
1003013,juan-sforza,DM
386230,pablo-galdames,MC
386230,pablo-galdames,DM
268419,jair,MC
268419,jair,DM
879902,paulinho-paula,MC
879902,paulinho-paula,AM
243425,rossi,RW
1018093,bruno-praxedes,AM
1018093,bruno-praxedes,MC
973293,hugo-moura,MC
973293,hugo-moura,DM
988852,ze-gabriel,DC
988852,ze-gabriel,MC
988852,ze-gabriel,DM
1391962,mateus-carvalho,MC
849301,serginho,RW
849301,serginho,LW
982998,joao-victor,DC
982174,lucas-piton,DL
360940,leo,DC
360940,leo,DL
44691,maicon,DC
877591,puma-rodriguez,DR
874964,robert-rojas,DC
874964,robert-rojas,DR
1021721,paulo-henrique,DR
252781,victor-luis,DL
926869,ulisses,DC
595598,leo-jardim,GK
840082,keiller,GK
106456,enner-valencia,ST
560116,rafael-borre,ST
249893,lucas-alario,ST
1199435,lucca,ST
1105596,matheus-cadorini,ST
18304,charles-aranguiz,MC
18304,charles-aranguiz,DM
358550,thiago-maia,MC
358550,thiago-maia,DM
124997,alan-patrick,AM
41837,fernando-reges,MC
41837,fernando-reges,DM
41837,fernando-reges,DC
985766,wesley,LW
985766,wesley,RW
247483,wanderson,LW
247483,wanderson,ML
551348,hyoran,AM
551348,hyoran,MC
345113,bruno-henrique,MC
345113,bruno-henrique,DM
995071,bruno-gomes,MC
995071,bruno-gomes,DM
989384,romulo,MC
989384,romulo,DR
989384,romulo,DM
1020610,dias-matheus,MC
1191278,robert-renan,DC
243113,rene,DL
850023,fabricio-bustos,DR
876625,vitao,DC
128376,gabriel-mercado,DC
989200,alexandro-bernabei,DL
997023,igor-gomes,DC
581060,sergio-rochet,GK
795029,ivan-quaresma,GK
1106134,anthoni,GK
883917,fabricio,GK
158561,gilberto,ST
873891,ronie-carrillo,ST
1046439,marcelinho,LW
927667,erick-farias,ST
927667,erick-farias,LW
1186631,werik-popo,ST
344077,diego-goncalves,LW
344077,diego-goncalves,RW
933955,gabriel-taliari,ST
5672,nene,AM
5672,nene,ST
1067641,lucas-barbosa,RW
850475,jean-carlos,AM
850475,jean-carlos,ST
243651,jadson,MC
243651,jadson,DM
922570,luis-oyama,MC
922570,luis-oyama,DM
1116677,luis-mandaca,MC
871032,caique-goncalves,MC
871032,caique-goncalves,DM
933329,thiaguinho,MC
933329,thiaguinho,DM
1049781,peixoto,MC
981019,joao-lucas,DR
551674,alan-ruschel,DL
1069729,lucas-freitas,DC
924226,danilo-boza,DC
1047680,gabriel-inocencio,DR
1047680,gabriel-inocencio,DL
992512,ewerton,DR
901700,ze-marcos,DC
794640,rodrigo-sam,DC
863278,romercio,DC
1643776,cardoso-de-souza-joao-vitor,DR
147467,gabriel-vasconcelos,GK
39999,renan,GK
974334,mateus-claus,GK
869651,lucas-wingert,GK
46620,yannick-bolasie,ST
46620,yannick-bolasie,LW
46620,yannick-bolasie,RW
18082,eder,ST
839635,felipe-vizeu,ST
796925,allano,RW
796925,allano,LW
1018777,eduardo-melo,ST
1018777,eduardo-melo,RW
90812,marquinhos-gabriel,AM
90812,marquinhos-gabriel,MC
829832,arthur-caike,LW
829832,arthur-caike,ML
822523,matheusinho,LW
822523,matheusinho,RW
865321,fellipe-mateus,MC
599688,barreto,MC
599688,barreto,DM
931521,ronald,MC
931521,ronald,DM
1463909,newton,MC
1116590,baltasar-barcia,MC
1116590,baltasar-barcia,MR
1116590,baltasar-barcia,DR
973845,higor-meritao,MC
973845,higor-meritao,DM
247665,miguel-trauco,DL
147358,wilker-angel,DC
96999,tobias-figueiredo,DC
992791,claudinho,DR
783490,marcelo-hermes,DL
886773,rodrigo-fagundes,DC
882351,jonathan,DR
552176,walisson-maia,DC
124766,gustavo,GK
939928,matheus-teixeira,GK
840166,alisson,GK
39438,luiz-adriano,ST
39438,luiz-adriano,AM
923948,alerrandro,ST
1462989,janderson,ST
795020,iury-castilho,LW
795020,iury-castilho,ST
338957,erick-castillo,ST
338957,erick-castillo,LW
338957,erick-castillo,RW
942426,luan-santos,MC
942426,luan-santos,DM
795266,matheuzinho,RW
795266,matheuzinho,AM
243231,jean-mota,MC
243231,jean-mota,DM
295167,willian-oliveira,MC
295167,willian-oliveira,DM
90468,osvaldo,RW
90468,osvaldo,LW
1172052,daniel-junior,LW
1124220,dudu,MC
1124220,dudu,DM
923951,everaldo,RW
923951,everaldo,LW
1166468,ze-hugo,LW
924404,caio-vinicius,MC
924404,caio-vinicius,DM
1101061,leo-naldi,MC
1101061,leo-naldi,DM
874398,rodrigo-andrade,MC
874398,rodrigo-andrade,DM
870943,ricardo-ryller,MC
870943,ricardo-ryller,DM
868076,willean-lepo,DR
868076,willean-lepo,MR
976235,wagner-leonardo,DC
976235,wagner-leonardo,DL
158267,bruno-uvini,DC
1387272,lucas-esteves,DL
1387272,lucas-esteves,ML
931759,camutanga,DC
877470,reynaldo,DC
122971,raul-caceres,DR
987168,patric-calmon,DL
108486,muriel,GK
982558,lucas-arcanjo,GK
270287,deyverson,ST
979861,isidro-pitta,ST
811308,clayson,LW
811308,clayson,ML
790103,jonathan-cafu,RW
994190,derik-lacerda,ST
876286,andre-luis,RW
876286,andre-luis,ST
1391413,eliel,ST
1182435,luciano-gimenez,ST
931479,fernando-sobral,MC
931479,fernando-sobral,DM
837871,lucas-fernandes,MC
837871,lucas-fernandes,AM
837871,lucas-fernandes,DM
1175760,denilson,MC
1175760,denilson,DM
1105838,max,ST
1463460,guilherme-madruga,MC
254561,filipe-augusto,MC
254561,filipe-augusto,DM
840077,lucas-mineiro,MC
840077,lucas-mineiro,DM
1139528,lucas-cardoso,LW
980761,ramon,DL
551810,bruno-alves,DC
1102383,rikelme,DL
373740,alan-empereur,DC
953736,matheus-alexandre,DR
221206,marllon,DC
1465498,gabriel,DC
809194,allyson,DC
1047213,railan,DR
329055,walter,GK
914169,mateus-pasinato,GK
905463,yuri-alberto,ST
1197041,angel-romero,LW
1197041,angel-romero,RW
866911,pedro-raul,ST
863283,gustavo-silva,RW
219190,pedro-henrique,LW
219190,pedro-henrique,RW
1170773,giovane,MR
1170780,arthur-sousa,ST
1211632,wesley,LW
994454,rodrigo-garro,AM
152098,igor-coronado,AM
930690,fausto-vera,MC
930690,fausto-vera,DM
866392,raniele,MC
866392,raniele,DM
831778,maycon,MC
831778,maycon,DM
1106667,guilherme-biro,ML
1199261,breno-bidon,MC
1002617,matheus-araujo,AM
1002617,matheus-araujo,LW
1047656,ruan-oliveira,MC
875905,leo-natel,LW
1170779,ryan-gustavo,MC
25554,fagner,DR
931540,matheuzinho,DR
881848,felix-torres,DC
243181,gustavo-henrique,DC
925615,diego-palacios,DL
981703,matheus-bidu,DL
981703,matheus-bidu,ML
959006,caetano,DC
1017827,hugo,DL
929200,caca,DC
1170769,leo-mana,DR
1411150,joao-pedro,DC
950454,hugo-souza,GK
1002609,matheus-donelli,GK
21212,diego-costa,ST
1463912,andre-henrique,AM
789960,yeferson-soteldo,LW
358956,cristian-pavon,RW
358956,cristian-pavon,LW
558820,franco-cristaldo,AM
558820,franco-cristaldo,MC
1139775,mathias-villasanti,MC
1139775,mathias-villasanti,DM
1128129,du-queiroz,MC
1128129,du-queiroz,DM
221636,edenilson,MC
221636,edenilson,RW
946945,pepe,MC
946945,pepe,DM
805038,felipe-carballo,MC
805038,felipe-carballo,DM
1514747,gustavo-nunes,ML
1494695,nathan-fernandes,LW
1587711,ronald,MC
358538,nathan,MC
358538,nathan,AM
358538,nathan,LW
870804,dodi,MC
870804,dodi,DM
871162,everton-galdino,RW
998494,jhonata-robert,LW
998494,jhonata-robert,RW
998494,jhonata-robert,AM
1176212,lucas-milla,MC
166273,rodrigo-caio,DC
249647,walter-kannemann,DC
243109,reinaldo,DL
243109,reinaldo,ML
13338,pedro-geromel,DC
328519,jemerson,DC
168745,rodrigo-ely,DC
605528,joao-pedro,DR
40677,fabio,DR
40677,fabio,DL
1105796,gustavo-martins,DC
944459,mayk-silva,DL
1175603,nata,DC
47339,agustin-marchesin,GK
124980,rafael-cabral,GK
839514,caique,GK
914481,brenno,GK
868777,jan-hurtado,ST
351432,yony-gonzalez,LW
351432,yony-gonzalez,ST
351432,yony-gonzalez,RW
1177548,rodriguez-emiliano,ST
924423,derek-freitas,ST
1651712,mateo-zuleta,ML
1046440,roni,MC
1046440,roni,DM
819085,angelo-araos,AM
874143,luiz-fernando,LW
874723,shaylon,AM
874723,shaylon,RW
922575,gabriel-baralhas,MC
922575,gabriel-baralhas,DM
220094,campanharo,DM
220094,campanharo,MC
1020259,barros-gabriel,LW
1020259,barros-gabriel,RW
1020259,barros-gabriel,ST
1008491,leo-pereira,LW
1008491,leo-pereira,RW
840118,lucas-kal,MC
840118,lucas-kal,DM
992024,rhaldney,MC
992024,rhaldney,DM
1086925,alejo-cruz,LW
1117597,alix-vinicius,DC
831993,luiz-felipe,DC
871209,maguinho,DR
931588,bruno-tubarao,DR
931588,bruno-tubarao,LW
883908,guilherme-romao,DL
1008459,adriano-martins,DC
1008459,adriano-martins,DR
364778,pedro-henrique,DC
1641101,marcao,DC
1645851,luiz-gustavo,DC
840106,ronaldo,GK
1066552,emerson-junior,GK
1092614,pedro-rangel,GK
33238,german-cano,ST
1087399,john-kennedy,ST
1482841,elias-kaua,ST
1173457,lele,ST
1464519,isaac,LW
47908,douglas-costa,RW
1035996,andre,MC
1035996,andre,DM
844096,jhon-arias,RW
1116954,marquinhos,RW
34152,renato-augusto,AM
34152,renato-augusto,MC
116853,ganso,AM
787607,keno,LW
1067671,martinelli-matheus,MC
1067671,martinelli-matheus,DM
586662,david-terans,AM
1185617,alexsander,MC
1185617,alexsander,DM
807850,lima,MC
807850,lima,RW
807850,lima,DM
178407,gabriel-pires,MC
178407,gabriel-pires,DM
33541,thiago-silva,DC
17787,marcelo,DL
4811,felipe-melo,DC
4811,felipe-melo,DM
928134,guga,DR
795773,xavier-samuel,DR
988906,calegari,DR
243107,diogo-barbosa,DL
84845,manoel,DC
378590,thiago-santos,MC
378590,thiago-santos,DM
378590,thiago-santos,DC
242209,antonio-carlos,DC
1597264,esquerdinha,DL
17785,fabio,GK
927704,felipe-alves,GK
927666,vitor-eudes,GK
1199285,pedro,LW
832708,mateo-cassierra,ST
858628,ivan-sergeev,ST
877980,wilson-isidor,ST
877980,wilson-isidor,LW
843109,andrey-mostovoy,LW
817578,claudinho,MC
841128,artur,RW
309652,wilmar-barrios,MC
309652,wilmar-barrios,DM
872368,wendel,MC
872368,wendel,DM
1066790,gustavo-mantuan,RW
921347,maksim-glushenkov,ST
921347,maksim-glushenkov,AM
1007963,bakaev-zelimkhan,AM
1007963,bakaev-zelimkhan,RW
791651,ilzat-akhmetov,MC
791651,ilzat-akhmetov,DM
1138502,aleksandr-kovalenko,MC
830724,aleksandr-erokhin,MC
799136,aleksey-sutormin,DR
799136,aleksey-sutormin,MR
1156540,dmitri-vasiljev,MC
870788,nino,DC
940827,strahinja-erakovic,DC
940827,strahinja-erakovic,DR
887323,nuraly-alip,DC
243583,douglas-santos,DL
146393,mario-fernandes,DR
146393,mario-fernandes,MR
867608,rodrigao-prado,DC
190339,vyacheslav-karavaev,DR
963113,sergey-volkov,DR
798386,dmitri-chistyakov,DC
921345,yuri-gorshkov,DL
14969,mikhail-kerzhakov,GK
1008379,daniil-odoevski,GK
800496,denis-adamov,GK
800753,evgeny-latyshonok,GK
850914,nikita-goylo,GK
281253,jhon-cordoba,ST
1002552,olakunle-olusegun,LW
1002552,olakunle-olusegun,ST
988241,joao-batxi,LW
988241,joao-batxi,RW
1411130,aleksandr-koksharov,ST
939492,eduard-spertsyan,MC
1066915,kevin-castano,MC
1066915,kevin-castano,DM
799634,victor-sa,LW
24601,fedor-smolov,ST
906838,kevin-pina,MC
906838,kevin-pina,DM
942162,aleksandr-chernikov,MC
942162,aleksandr-chernikov,DM
1131236,cobnan-moses-david,RW
1104947,nikita-krivtsov,MC
1104947,nikita-krivtsov,DM
1152461,kozlov-danila,MC
128033,yuri-gazinskiy,MC
128033,yuri-gazinskiy,DM
1188547,ifeany-david-ndouka,MC
333595,lucas-olaza,DL
1394558,georgiy-harutyunyan,DC
892426,vitor-tormena,DC
990193,kaio,DC
81168,sergey-petrov,DR
988223,aleksandr-ektov,DR
1138496,danila-gayvoronskiy,DC
984890,stanislav-agkatsev,GK
798525,yuri-dyupin,GK
989605,tyukavin-konstantin,ST
943471,daniil-lesovoy,LW
1126652,yaroslav-gladyshev,RW
590392,jorge-carrascal,LW
590392,jorge-carrascal,AM
590392,jorge-carrascal,MC
757770,luis-chavez,MC
757770,luis-chavez,DM
846154,nicolas-moumie-ngamaleu,LW
1106839,bitello,MC
1106839,bitello,AM
1106839,bitello,DM
1106839,bitello,RW
333589,diego-laxalt,DL
333589,diego-laxalt,MC
333589,diego-laxalt,DM
1006074,luka-gagnidze,MC
800497,daniil-fomin,MC
800497,daniil-fomin,DM
825888,vyacheslav-grulev,ST
825888,vyacheslav-grulev,LW
955978,denis-makarov,RW
1089228,aleksandr-kutitskiy,MC
339447,fabian-balbuena,DC
1015289,nicolas-marichal,DC
1153952,milan-majstorovic,DC
127846,eli-dasa,DR
127846,eli-dasa,MR
1015521,roberto-fernandez,DC
814892,dmitri-skopintsev,DL
1156904,stanislav-bessmertniy,DR
1152478,ivan-lepskiy,DC
10938,denis-kolodin,DC
120787,andrey-lunev,GK
1024218,andrey-kudravets,GK
280663,igor-leshchuk,GK
954065,timur-suleymanov,ST
939498,vladislav-sarveli,ST
800504,dmitriy-vorobyev,ST
1798239,dmitriy-radikovskiy,ST
1047375,sergey-pinyaev,LW
318961,dmitriy-barinov,MC
318961,dmitriy-barinov,DM
1157157,artem-karpukas,MC
1157157,artem-karpukas,DM
1157245,saltykov-nikita,LW
336287,artem-timofeev,MC
336287,artem-timofeev,DM
1415147,aleksey-batrakov,MC
1396573,danila-godyaev,RW
1006089,mitaj-mario,DL
904400,nair-tiknizyan,DL
904400,nair-tiknizyan,LW
1009926,lucas-fasson,DC
901470,gerzino-nyamsi,DC
998740,mark-mampasi,DC
998740,mark-mampasi,DR
923985,aleksandr-silyanov,DL
923985,aleksandr-silyanov,DR
942617,ilya-samoshnikov,DL
1004394,morozov-evgeni,DC
1004394,morozov-evgeni,DR
1017043,maksim-nenakhov,DR
1157210,egor-pogostnov,DC
1023535,ilya-lantratov,GK
280641,anton-mitryushkin,GK
123223,willian-jose,ST
993560,manfred-ugalde,ST
884948,shamar-nicholson,ST
861135,aleksandr-sobolev,ST
1156975,pavel-meleshin,ST
344953,theo-bongonda,LW
344953,theo-bongonda,RW
344953,theo-bongonda,MR
589306,jesus-medina,RW
589306,jesus-medina,AM
227756,christopher-martins-pereira,MC
227756,christopher-martins-pereira,DM
848073,anton-zinkovskiy,ML
138452,roman-zobnin,MC
138452,roman-zobnin,DM
857050,ignatov-mikhail,AM
919378,ruslan-litvinov,DC
919378,ruslan-litvinov,MC
939507,nail-umyarov,MC
939507,nail-umyarov,DM
879506,danil-prutsev,MC
879506,danil-prutsev,DM
1157095,daniil-zorin,MC
280815,srdan-babic,DC
949830,tomas-tavares,DR
949830,tomas-tavares,DL
855666,reabciuk-oleg,DL
883205,alexis-duarte,DC
983539,denisov-daniil,DR
956766,khlusevich-daniil,DL
956766,khlusevich-daniil,DR
835625,pavel-maslov,DC
835625,pavel-maslov,DR
280645,nikita-chernov,DC
800905,aleksandr-maksimenko,GK
317495,aleksandr-selikhov,GK
1118429,fayzullaev-abbosbek,LW
1118429,fayzullaev-abbosbek,AM
822710,sekou-koita,ST
588782,victor-davila,ST
940692,adolfo-gaich,ST
814599,fedor-chalov,ST
997122,maksim-mukhin,MC
997122,maksim-mukhin,DM
1126180,artem-shumansky,LW
1023558,tamerlan-musaev,ST
1475112,glebov-kirill,MR
1006830,vladislav-yakovlev,ST
870020,victor-felipe-mendez,MC
870020,victor-felipe-mendez,DM
984896,khellven,DR
984896,khellven,MR
796658,kristijan-bistrovic,MC
796658,kristijan-bistrovic,DM
188115,sasa-zdjelar,MC
188115,sasa-zdjelar,DM
845347,ivan-oblyakov,MC
845347,ivan-oblyakov,DM
845347,ivan-oblyakov,AM
845347,ivan-oblyakov,ML
280811,milan-gajic,MR
326399,rifat-zhemaletdinov,AM
326399,rifat-zhemaletdinov,RW
26104,zoran-tosic,RW
1432296,kislyak-matvey,DM
840158,moises,DL
840158,moises,DC
840158,moises,ML
868630,igor-diveev,DC
868630,igor-diveev,DR
892212,willyan-rocha,DC
821475,danil-krugovoy,DL
821475,danil-krugovoy,ML
1157005,matvey-lukin,DC
978648,agapov-ilya,DC
978648,agapov-ilya,DL
957538,vadim-konyukhov,DL
957538,vadim-konyukhov,ML
13274,igor-akinfeev,GK
992635,vladislav-torop,GK
223608,ilya-pomazun,GK
856065,pontus-almqvist,RW
856065,pontus-almqvist,ST
856065,pontus-almqvist,LW
149159,khoren-bayramyan,MC
149159,khoren-bayramyan,LW
366138,nikolay-komlichenko,ST
976249,maksim-turishchev,ST
858859,egor-golenkov,ST
907220,tugarev-roman,RW
907220,tugarev-roman,LW
996805,mohammad-mohebi,ST
988893,armin-gigovic,MC
988893,armin-gigovic,DM
1117103,ronaldo,RW
825882,daniil-utkin,MC
825882,daniil-utkin,AM
1112862,rodrigo-saravia,MC
1112862,rodrigo-saravia,DM
822804,konstantin-kuchaev,MC
822804,konstantin-kuchaev,RW
822804,konstantin-kuchaev,DM
928168,daniil-glebov,MC
954075,kirill-shchetinin,MC
1032896,ivan-komarov,MC
952410,aleksey-mironov,MC
983999,stepan-melnikov,RW
983999,stepan-melnikov,LW
1393705,eiad-el-askalany,DC
1127149,viktor-melekhin,DC
832255,maksim-osipenko,DC
1092265,langovich-andrey,DR
1132017,sako-oumar,DC
996969,vakhaniya-ilya,DR
150619,evgeniy-chernov,DL
963108,nikita-kotin,DC
954054,nikolay-poyarkov,DL
983545,mukhin-aleksandr,DC
983545,mukhin-aleksandr,DL
875697,rustam-yatimov,GK
256169,hidajet-hankic,GK
970516,mirlind-daku,ST
836097,fameyeh-joel,ST
839301,lisakovich-vitali,ST
1017134,dardan-shabanhaxhaj,ST
795415,aleksandr-lomovitskiy,RW
1127856,daniil-kuznetsov,LW
1134291,umarali-rahmonaliev,MC
807576,nikola-cumic,LW
807576,nikola-cumic,RW
1031284,ugochukwu-iwu,MC
1031284,ugochukwu-iwu,DM
954026,bogdan-jocic,MC
580802,valentin-vada,ML
580802,valentin-vada,AM
918949,aleksandar-jukic,MC
918949,aleksandar-jukic,DM
918949,aleksandar-jukic,LW
243091,dmitriy-kabutov,MR
243091,dmitriy-kabutov,DR
25177,oleg-ivanov,MC
25177,oleg-ivanov,AM
25177,oleg-ivanov,DM
1142781,marat-apshatsev,MC
44578,aleksandr-zotov,MC
44578,aleksandr-zotov,DM
989614,ruslan-bezrukov,MC
1187357,lenar-fattakhov,RW
358822,rustam-ashurmatov,DC
358822,rustam-ashurmatov,DR
187337,igor-vujacic,DC
1152476,rozhkov-ilya,ML
1128407,egor-teslenko,DC
798207,aleksey-gritsaenko,DC
798207,aleksey-gritsaenko,DL
1126401,konstantin-nizhegorodov,DC
42853,artur-nigmatullin,GK
834920,evgeni-staver,GK
138123,amar-rahmanovic,AM
138123,amar-rahmanovic,ST
1084228,vladimir-pisarskiy,ST
1000414,vladislav-shitov,ST
996967,khubulov-vladimir,ST
921348,dmitri-tsypchenko,ST
904847,benjamin-garre,RW
1003025,orozco-franco,LW
1003025,orozco-franco,RW
878909,fernando-costanza,MC
878909,fernando-costanza,DR
1006172,artem-sokolov,ML
836628,roman-ezhov,MR
801494,dmytro-ivanisenia,MC
801494,dmytro-ivanisenia,DM
1127504,sergey-babkin,MC
1127504,sergey-babkin,DM
939497,maksim-vityugov,MC
939497,maksim-vityugov,DM
280649,denis-yakuba,MC
280649,denis-yakuba,DM
1047371,yan-gudkov,DL
919365,aleksey-nikitenkov,DC
886726,roman-evgenjev,DC
612016,glenn-bijl,DR
800900,nikolay-rasskazov,DR
800900,nikolay-rasskazov,MR
939494,aleksandr-soldatenkov,DC
942698,ilya-gaponov,DC
883953,kirill-pechenin,DL
919362,leonid-gerchikov,DR
921346,ivan-lomaev,GK
68475,evgeni-frolov,GK
43155,sergey-pesyakov,GK
978175,bogdan-ovsyannikov,GK
943341,gamid-agalarov,ST
840852,svetoslav-kovachev,RW
966520,lechi-sadulaev,RW
889593,amine-talal,MC
258151,bernard-berisha,LW
975319,camilo,MC
975319,camilo,DM
885084,evgeniy-kharin,LW
885084,evgeniy-kharin,DL
885084,evgeniy-kharin,RW
959010,zaim-divanovic,MC
959010,zaim-divanovic,DM
811055,vladislav-kamilov,MC
811055,vladislav-kamilov,DM
855645,oleynikov-ivan,AM
350564,anton-shvets,MC
350564,anton-shvets,DM
1048218,ilya-moseychuk,RW
347028,nader-ghandri,DC
842517,darko-todorovic,DR
842517,darko-todorovic,MR
370150,miroslav-bogosavac,DL
891597,arsen-adamov,DR
891597,arsen-adamov,DC
810689,lucas-lovat,DL
315514,aleksandr-zhirov,DC
799711,milos-satara,DC
61598,rizvan-utsiev,DR
61598,rizvan-utsiev,MR
1136993,volkov-vladislav,DC
112416,giorgi-shelia,GK
951354,mikhail-oparin,GK
334977,vladimir-iljin,ST
798405,evgeniy-markov,ST
201826,khyzyr-appaev,ST
881123,thabo-cele,MC
1049003,brahimi-mohamed-amin,ST
1123596,nichita-motpan,MC
995365,dylan-mertens,MC
995365,dylan-mertens,DM
995365,dylan-mertens,AM
112833,irakli-kvekveskiri,MC
112833,irakli-kvekveskiri,DM
800754,vyacheslav-yakimov,MC
800754,vyacheslav-yakimov,DM
798264,ilnur-alshin,ML
798264,ilnur-alshin,MR
798264,ilnur-alshin,RW
903565,nikolay-giorgobiani,ST
903565,nikolay-giorgobiani,AM
845120,rayan-senhadji,DC
322483,sergey-bozhin,DC
553668,igor-kalinin,DL
798245,vladislav-masternoy,DR
798245,vladislav-masternoy,MR
848390,vasili-cherov,DR
848390,vasili-cherov,DC
848390,vasili-cherov,MR
1415363,maks-dziov,DC
823904,igor-yurganov,DC
823904,igor-yurganov,DR
823904,igor-yurganov,DL
1002112,sergey-bryzgalov,DC
1002112,sergey-bryzgalov,DR
58689,aleksandr-belenov,GK
156225,vitaliy-gudiev,GK
1119507,thompson-jordhy,RW
1100654,emircan-gurluk,LW
790003,brian-mansilla,LW
790003,brian-mansilla,ST
1473247,saharkhizan-saeid,ST
1151990,martynov-timofey,ST
985008,gabriel-florentin,MC
1049701,ivan-basic,MC
1049701,ivan-basic,DM
1049701,ivan-basic,AM
1171024,mohammad-ghorbani,MC
881200,jimmy-marin,ST
881200,jimmy-marin,ML
