PLAYERID,PLAYER_SLUG,STRENGTHS
581146,grejohn-kyei,Anchor play
1168800,soufiane-benjdida,Anchor play
905063,marko-bulat,Long balls
905063,marko-bulat,Passing
943881,william-balikwisha,High pressing
321001,hayao-kawabe,Direct free kicks
321001,hayao-kawabe,Playmaking
1128445,ilyes-ziani,High pressing
1149130,brahim-ghalidi,Playmaking
1149130,brahim-ghalidi,Ground duels
1149130,brahim-ghalidi,Passing
1434757,sahabo-hakim,Ground duels
880762,marlon-fossey,Ground duels
1127337,lucas-noubi,Ground duels
1099368,dierckx-daan,Positioning
333301,boli-bolingoli,Ground duels
976265,henry-lawrence,Ground duels
1121943,matthieu-epolo,Long shots saving
1121943,matthieu-epolo,Reflexes
938306,nicolas-madsen,Consistency
938306,nicolas-madsen,Long balls
938306,nicolas-madsen,Penalty taking
979808,griffin-yow,High pressing
997164,thomas-van-den-keybus,Long balls
978184,jan-bernat,Playmaking
1149123,arthur-piedfort,Positioning
1405212,luka-vuskovic,Aerial duels
862075,bryan-reynolds,Ground duels
38471,roman-neustadter,Ground duels
38471,roman-neustadter,Long balls
794983,rubin-seigers,Long balls
862821,youssef-maziz,Playmaking
862449,jon-dagur-thorsteinsson,Playmaking
862449,jon-dagur-thorsteinsson,Long shots
190413,siebe-schrijvers,Positioning
190413,siebe-schrijvers,Tackling
1198069,richie-sagrado,Ground duels
949101,ewoud-pletinckx,Ground duels
1028340,takahiro-akimoto,Ground duels
1388438,schingtienne-joel,Ground duels
777067,florian-miguel,Ground duels
996979,tobe-leysen,Reflexes
996979,tobe-leysen,Handling
920458,oday-dabbagh,Anchor play
789000,isaac-mbenza,Long balls
1000472,adem-zorgane,Consistency
1000472,adem-zorgane,Playmaking
1000472,adem-zorgane,Positioning
548640,vetle-winger-dragsnes,Ground duels
994282,andreou-stelios,Ground duels
1407973,cheick-keita,Ground duels
910937,jeremy-petris,Ball control
1131009,mohamed-kone,Consistency
803116,regan-charles-cook,Long balls
861975,baiye-brandon,Positioning
861975,baiye-brandon,Tackling
936240,lambert-boris,Positioning
990265,magnee-gary,Positioning
87507,victor-palsson,Aerial duels
87507,victor-palsson,Ground duels
921951,yentl-van-genechten,Ground duels
356024,thierry-ambrose,High pressing
356024,thierry-ambrose,Positioning
1007528,abdelkahar-kadri,Playmaking
1007528,abdelkahar-kadri,High pressing
1007528,abdelkahar-kadri,Positioning
846330,abdoulaye-sissako,Positioning
929608,fujii-haruya,Ground duels
929608,fujii-haruya,Aerial duels
1068519,joao-silva,Ground duels
1068519,joao-silva,Positioning
190379,lucas-pirard,Consistency
1046454,tom-vandenberghe,High claims
941164,makhtar-gueye,Positioning
986817,mickael-biron,Positioning
986817,mickael-biron,High pressing
102806,xavier-mercier,Playmaking
866721,william-klaus,Positioning
874855,junior-marsoni-sambu-mansoni,Tackling
149794,guillaume-hubert,High claims
149794,guillaume-hubert,Penalty saving
789100,tiquinho-soares,Anchor play
789100,tiquinho-soares,Long balls
981619,igor-jesus,Consistency
981619,igor-jesus,Finishing
981619,igor-jesus,Positioning
944660,thiago-almada,Playmaking
944660,thiago-almada,Consistency
944660,thiago-almada,Long balls
874739,jefferson-savarino,Direct free kicks
874739,jefferson-savarino,Playmaking
874739,jefferson-savarino,Long balls
158277,allan,Playmaking
158277,allan,Positioning
988622,matias-segovia,Long balls
146416,oscar-romero,Long balls
146416,oscar-romero,Playmaking
76507,eduardo,Long balls
76507,eduardo,Passing
840398,tche-tche,Long balls
840202,marlon-freitas,Playmaking
840202,marlon-freitas,Long balls
330063,danilo-barbosa,Positioning
215956,bastos,Aerial duels
905450,lucas-halter,Aerial duels
801044,alexander-barboza,Aerial duels
840027,gatito-fernandez,Long shots saving
840103,john-victor,Long shots saving
840103,john-victor,Handling
840103,john-victor,Reflexes
1174937,endrick,Long balls
152276,felipe-anderson,Positioning
152276,felipe-anderson,Anchor play
152276,felipe-anderson,High pressing
1597265,estevao,Playmaking
1597265,estevao,High pressing
840020,raphael-veiga,Playmaking
840020,raphael-veiga,Penalty taking
840020,raphael-veiga,Passing
147464,dudu,High pressing
147464,dudu,Playmaking
147464,dudu,Ground duels
974556,gabriel-menino,Long balls
974556,gabriel-menino,Passing
329069,ze-rafael,Long balls
977677,anibal-moreno,Positioning
986233,mauricio,Playmaking
1117513,fabinho,Long balls
845433,bruno-tabata,Playmaking
874729,murilo,Long balls
874729,murilo,Aerial duels
243529,weverton,Handling
243529,weverton,Consistency
243529,weverton,Reflexes
358554,gabriel-barbosa,Passing
358554,gabriel-barbosa,Long balls
840219,pedro,Finishing
840219,pedro,Penalty taking
840219,pedro,Positioning
333587,giorgian-de-arrascaeta,Playmaking
877513,nicolas-de-la-cruz,Playmaking
877513,nicolas-de-la-cruz,Consistency
611876,gerson,High pressing
611876,gerson,Passing
611876,gerson,Long balls
386198,everton,Playmaking
590262,erick-pulgar,Long balls
840451,luiz-araujo,Long balls
1170954,victor-hugo,Passing
840220,fabricio-bruno,Aerial duels
840220,fabricio-bruno,Ground duels
358548,leo-pereira,Aerial duels
1134200,wesley-franca,Passing
869643,leo-ortiz,Long balls
869643,leo-ortiz,Aerial duels
1140986,agustin-rossi,Handling
1140986,agustin-rossi,Reflexes
1105835,matheus-cunha,Reflexes
1105835,matheus-cunha,Long shots saving
1105835,matheus-cunha,Handling
1106140,biel,Playmaking
145063,everton-ribeiro,Long balls
145063,everton-ribeiro,Passing
145063,everton-ribeiro,Playmaking
255873,cauly,Long balls
255873,cauly,Playmaking
927975,jean-lucas,Passing
927975,jean-lucas,Long balls
1017264,luciano-juba,Playmaking
1008832,caio-alexandre,Playmaking
1002415,diego-rosa,Passing
868030,rezende,Positioning
552164,yago-felipe,Long balls
261687,gilberto,Passing
1117710,gabriel-xavier,Aerial duels
1117710,gabriel-xavier,Positioning
794838,vitor-hugo,Ground duels
794838,vitor-hugo,Aerial duels
810715,david-duarte,Aerial duels
358524,marcos-felipe,Handling
358524,marcos-felipe,Long shots saving
1106840,adriel,Handling
1106840,adriel,Reflexes
282557,luciano,Long balls
282557,luciano,Long shots
282557,luciano,Passing
998499,ferreira,Passing
998499,ferreira,Long balls
925072,andre-silva,High pressing
107414,james-rodriguez,Playmaking
107414,james-rodriguez,Passing
107414,james-rodriguez,Long balls
1120721,pablo-maia,Long balls
29735,luiz-gustavo,Long balls
905461,rodrigo-nestor,Passing
291723,alisson,Long balls
865356,wellington-rato,Playmaking
865356,wellington-rato,Long balls
924857,michel-araujo,Passing
924857,michel-araujo,Long balls
895650,erick,Playmaking
895650,erick,Long balls
822510,liziero,Ground duels
822510,liziero,Long balls
338937,robert-arboleda,Ground duels
12634,rafinha,Long balls
881215,nahuel-ferraresi,Ground duels
881215,nahuel-ferraresi,Tackling
840119,igor-vinicius,Ground duels
1002528,patryck,Long balls
975118,sabino,Ground duels
975118,sabino,Aerial duels
33132,rafael,Handling
33132,rafael,Consistency
874979,jandrei,High claims
377238,matheus-pereira,Playmaking
377238,matheus-pereira,Consistency
377238,matheus-pereira,High pressing
912786,matheus-henrique,Ground duels
553686,walace,Positioning
949687,alvaro-barreal,Direct free kicks
949687,alvaro-barreal,Playmaking
823653,mateus-vital,Long balls
823653,mateus-vital,Passing
245159,lucas-silva,Long balls
245159,lucas-silva,Playmaking
844601,filipe-machado,Long balls
867907,lucas-oliveira,Positioning
844602,ze-ivaldo,Aerial duels
27756,cassio,Reflexes
27756,cassio,Handling
27756,cassio,Long shots saving
1111770,gabriel-grando,Long shots saving
1111770,gabriel-grando,High claims
942061,anderson,Handling
942061,anderson,Reflexes
942061,anderson,Long shots saving
359024,juan-martin-lucero,Penalty taking
937552,breno-lopes,Passing
937552,breno-lopes,Ground duels
1046501,moises,Long balls
794930,pedro-rocha,Anchor play
1117065,kervin-andrade,Playmaking
824626,tomas-pochettino,Playmaking
794312,emmanuel-martinez,Playmaking
794312,emmanuel-martinez,Passing
842682,matheus-rossetto,Long balls
590324,benjamin-kuscevic,Positioning
590324,benjamin-kuscevic,Aerial duels
931574,felipe-jonatan,Ground duels
849020,tomas-cardona,Positioning
849020,tomas-cardona,Aerial duels
166491,santos,Handling
166491,santos,Penalty saving
839761,joao-ricardo,Consistency
839761,joao-ricardo,Handling
839761,joao-ricardo,Reflexes
879859,mauricio-kozlinski,Reflexes
879859,mauricio-kozlinski,Handling
345847,gonzalo-mastriani,Positioning
345847,gonzalo-mastriani,Aerial duels
345847,gonzalo-mastriani,Finishing
374486,pablo,Long balls
13630,fernandinho,Playmaking
13630,fernandinho,Penalty taking
1092354,bruno-zapelli,Long balls
1092354,bruno-zapelli,Playmaking
139300,nikao,Long balls
139300,nikao,Passing
871273,tomas-cuello,Consistency
242052,gabriel-girotto,Long balls
874063,erick,Aerial duels
1107060,felipinho,Positioning
1107060,felipinho,Tackling
33106,thiago-heleno,Aerial duels
963990,kaique-rocha,Aerial duels
243439,madson,Aerial duels
1016104,bento,Handling
1016104,bento,Reflexes
1119887,leo-linck,Consistency
1119887,leo-linck,Handling
1119887,leo-linck,Reflexes
906837,helinho,Positioning
906837,helinho,Playmaking
906837,helinho,High pressing
840150,matheus-fernandes,Tackling
840150,matheus-fernandes,Positioning
840150,matheus-fernandes,Long balls
794928,lincoln,Passing
331397,lucas-evangelista,High pressing
331397,lucas-evangelista,Long balls
331397,lucas-evangelista,Playmaking
950545,eric-ramires,Passing
870760,raul,Long balls
1134472,douglas-mendes,Aerial duels
980492,cesar-haydar,Ground duels
925189,eduardo-santos,Ground duels
844576,cleiton,High claims
844576,cleiton,Handling
844576,cleiton,Long shots saving
34705,hulk,Anchor play
34705,hulk,Penalty taking
34705,hulk,Playmaking
885179,paulinho,Finishing
885179,paulinho,Anchor play
885179,paulinho,Positioning
909487,fabio-gomes,High pressing
559036,gustavo-scarpa,Playmaking
559036,gustavo-scarpa,Consistency
559036,gustavo-scarpa,Long balls
241488,bernard,Long balls
241488,bernard,Direct free kicks
241488,bernard,Playmaking
158257,rodrigo-battaglia,Positioning
1106599,brahian-palacios,Long shots
797893,lyanco,Ground duels
870748,everson,Handling
870748,everson,Penalty saving
583974,pablo-vegetti,Aerial duels
583974,pablo-vegetti,Penalty taking
583974,pablo-vegetti,Consistency
119159,philippe-coutinho,Playmaking
14216,dimitri-payet,Playmaking
14216,dimitri-payet,Long balls
1105970,adson,Long balls
1105970,adson,Passing
973293,hugo-moura,Long balls
988852,ze-gabriel,Long balls
849301,serginho,High pressing
44691,maicon,Ground duels
595598,leo-jardim,Consistency
595598,leo-jardim,Handling
840082,keiller,Reflexes
840082,keiller,Handling
840082,keiller,High claims
124997,alan-patrick,Playmaking
124997,alan-patrick,Passing
124997,alan-patrick,Long balls
41837,fernando-reges,Long balls
41837,fernando-reges,Positioning
985766,wesley,Long balls
247483,wanderson,Ball control
997023,igor-gomes,Ground duels
581060,sergio-rochet,High claims
581060,sergio-rochet,Handling
883917,fabricio,Reflexes
883917,fabricio,Handling
927667,erick-farias,Anchor play
5672,nene,Playmaking
850475,jean-carlos,Playmaking
922570,luis-oyama,Long balls
871032,caique-goncalves,Positioning
871032,caique-goncalves,Long balls
1049781,peixoto,Ball control
924226,danilo-boza,Aerial duels
794640,rodrigo-sam,Aerial duels
147467,gabriel-vasconcelos,High claims
147467,gabriel-vasconcelos,Consistency
39999,renan,Long shots saving
39999,renan,High claims
39999,renan,Handling
839635,felipe-vizeu,Anchor play
90812,marquinhos-gabriel,Long balls
865321,fellipe-mateus,Playmaking
599688,barreto,Long balls
931521,ronald,Passing
973845,higor-meritao,Long balls
96999,tobias-figueiredo,Positioning
96999,tobias-figueiredo,Aerial duels
886773,rodrigo-fagundes,Aerial duels
886773,rodrigo-fagundes,Positioning
124766,gustavo,Penalty saving
124766,gustavo,Reflexes
124766,gustavo,Handling
795266,matheuzinho,Ball control
795266,matheuzinho,Passing
795266,matheuzinho,Playmaking
295167,willian-oliveira,Positioning
874398,rodrigo-andrade,Long balls
870943,ricardo-ryller,Positioning
870943,ricardo-ryller,Long balls
868076,willean-lepo,Positioning
976235,wagner-leonardo,Aerial duels
976235,wagner-leonardo,Positioning
931759,camutanga,Aerial duels
982558,lucas-arcanjo,Handling
982558,lucas-arcanjo,Long shots saving
270287,deyverson,Positioning
270287,deyverson,High pressing
790103,jonathan-cafu,High pressing
1182435,luciano-gimenez,Anchor play
1182435,luciano-gimenez,Ball control
931479,fernando-sobral,Ground duels
837871,lucas-fernandes,Passing
837871,lucas-fernandes,Long balls
1175760,denilson,Ground duels
1175760,denilson,Playmaking
1175760,denilson,Consistency
840077,lucas-mineiro,Long balls
551810,bruno-alves,Ground duels
221206,marllon,Ground duels
1465498,gabriel,Positioning
1465498,gabriel,Aerial duels
1465498,gabriel,Ground duels
809194,allyson,Long balls
329055,walter,Long shots saving
329055,walter,Handling
329055,walter,Reflexes
914169,mateus-pasinato,Long shots saving
914169,mateus-pasinato,High claims
219190,pedro-henrique,Penalty taking
1211632,wesley,Long balls
994454,rodrigo-garro,Playmaking
994454,rodrigo-garro,Direct free kicks
994454,rodrigo-garro,High pressing
152098,igor-coronado,Playmaking
152098,igor-coronado,High pressing
866392,raniele,Ground duels
866392,raniele,Positioning
1199261,breno-bidon,Long balls
1002617,matheus-araujo,Passing
875905,leo-natel,Playmaking
875905,leo-natel,High pressing
25554,fagner,Ground duels
881848,felix-torres,Aerial duels
881848,felix-torres,Positioning
243181,gustavo-henrique,Aerial duels
925615,diego-palacios,Tackling
981703,matheus-bidu,Passing
981703,matheus-bidu,Ground duels
950454,hugo-souza,Long shots saving
789960,yeferson-soteldo,Playmaking
358956,cristian-pavon,Long balls
558820,franco-cristaldo,Playmaking
558820,franco-cristaldo,Consistency
1139775,mathias-villasanti,Positioning
221636,edenilson,Long balls
946945,pepe,Long balls
1514747,gustavo-nunes,Ball control
871162,everton-galdino,Long balls
1105796,gustavo-martins,Aerial duels
47339,agustin-marchesin,Consistency
124980,rafael-cabral,Handling
124980,rafael-cabral,Reflexes
839514,caique,Handling
839514,caique,High claims
874723,shaylon,Playmaking
922575,gabriel-baralhas,Long balls
992024,rhaldney,Long balls
1086925,alejo-cruz,Ball control
1117597,alix-vinicius,Aerial duels
883908,guilherme-romao,Aerial duels
1008459,adriano-martins,Aerial duels
840106,ronaldo,Penalty saving
840106,ronaldo,Handling
33238,german-cano,Long balls
1464519,isaac,Ball control
47908,douglas-costa,Long balls
47908,douglas-costa,Passing
47908,douglas-costa,Playmaking
1035996,andre,Long balls
1035996,andre,Playmaking
1035996,andre,Positioning
844096,jhon-arias,Playmaking
844096,jhon-arias,Penalty taking
844096,jhon-arias,Passing
34152,renato-augusto,Playmaking
34152,renato-augusto,Passing
34152,renato-augusto,Long balls
116853,ganso,Passing
116853,ganso,Long balls
116853,ganso,Playmaking
1067671,martinelli-matheus,Long balls
586662,david-terans,Long balls
33541,thiago-silva,Aerial duels
33541,thiago-silva,Ground duels
4811,felipe-melo,Aerial duels
378590,thiago-santos,Aerial duels
242209,antonio-carlos,Aerial duels
17785,fabio,Long shots saving
17785,fabio,High claims
17785,fabio,Handling
832708,mateo-cassierra,Finishing
843109,andrey-mostovoy,Passing
817578,claudinho,Consistency
817578,claudinho,Long balls
817578,claudinho,Playmaking
841128,artur,Long balls
309652,wilmar-barrios,Positioning
309652,wilmar-barrios,Ground duels
309652,wilmar-barrios,Tackling
872368,wendel,Passing
872368,wendel,Consistency
872368,wendel,Long balls
921347,maksim-glushenkov,Consistency
921347,maksim-glushenkov,Playmaking
870788,nino,Ground duels
870788,nino,Aerial duels
887323,nuraly-alip,Ground duels
243583,douglas-santos,Passing
243583,douglas-santos,Ground duels
921345,yuri-gorshkov,Direct free kicks
14969,mikhail-kerzhakov,Long shots saving
281253,jhon-cordoba,Finishing
281253,jhon-cordoba,Positioning
1002552,olakunle-olusegun,Positioning
939492,eduard-spertsyan,Playmaking
939492,eduard-spertsyan,Penalty taking
1066915,kevin-castano,Long balls
24601,fedor-smolov,Penalty taking
942162,aleksandr-chernikov,Tackling
942162,aleksandr-chernikov,Positioning
942162,aleksandr-chernikov,Ground duels
1104947,nikita-krivtsov,Long balls
333595,lucas-olaza,Ground duels
798525,yuri-dyupin,High claims
989605,tyukavin-konstantin,Finishing
590392,jorge-carrascal,Playmaking
590392,jorge-carrascal,High pressing
757770,luis-chavez,Ground duels
757770,luis-chavez,Positioning
757770,luis-chavez,Playmaking
846154,nicolas-moumie-ngamaleu,High pressing
1106839,bitello,Playmaking
1106839,bitello,High pressing
333589,diego-laxalt,Positioning
1006074,luka-gagnidze,Long balls
955978,denis-makarov,Long shots
1015289,nicolas-marichal,Aerial duels
1015521,roberto-fernandez,Positioning
814892,dmitri-skopintsev,Tackling
120787,andrey-lunev,High claims
280663,igor-leshchuk,Reflexes
800504,dmitriy-vorobyev,Positioning
318961,dmitriy-barinov,Positioning
1157157,artem-karpukas,Positioning
1157157,artem-karpukas,Ground duels
1157245,saltykov-nikita,High pressing
336287,artem-timofeev,Positioning
923985,aleksandr-silyanov,Ground duels
1023535,ilya-lantratov,Long shots saving
1023535,ilya-lantratov,Consistency
993560,manfred-ugalde,High pressing
861135,aleksandr-sobolev,Positioning
227756,christopher-martins-pereira,Long balls
879506,danil-prutsev,Ground duels
855666,reabciuk-oleg,Ground duels
983539,denisov-daniil,Tackling
983539,denisov-daniil,Ground duels
800905,aleksandr-maksimenko,Consistency
800905,aleksandr-maksimenko,Handling
800905,aleksandr-maksimenko,Reflexes
317495,aleksandr-selikhov,Reflexes
1118429,fayzullaev-abbosbek,Playmaking
1118429,fayzullaev-abbosbek,Positioning
1118429,fayzullaev-abbosbek,High pressing
588782,victor-davila,Positioning
814599,fedor-chalov,Penalty taking
814599,fedor-chalov,Finishing
814599,fedor-chalov,Positioning
870020,victor-felipe-mendez,Long balls
188115,sasa-zdjelar,Positioning
845347,ivan-oblyakov,Playmaking
845347,ivan-oblyakov,High pressing
840158,moises,Tackling
892212,willyan-rocha,Positioning
892212,willyan-rocha,Ground duels
892212,willyan-rocha,Tackling
13274,igor-akinfeev,Penalty saving
149159,khoren-bayramyan,High pressing
996805,mohammad-mohebi,High pressing
825882,daniil-utkin,Playmaking
928168,daniil-glebov,Positioning
928168,daniil-glebov,Ground duels
954075,kirill-shchetinin,Ground duels
832255,maksim-osipenko,Ground duels
832255,maksim-osipenko,Aerial duels
832255,maksim-osipenko,Positioning
1092265,langovich-andrey,Ground duels
1132017,sako-oumar,Positioning
1132017,sako-oumar,Aerial duels
256169,hidajet-hankic,Consistency
256169,hidajet-hankic,Reflexes
256169,hidajet-hankic,Handling
1017134,dardan-shabanhaxhaj,Ball control
1017134,dardan-shabanhaxhaj,Anchor play
1031284,ugochukwu-iwu,Long balls
954026,bogdan-jocic,High pressing
580802,valentin-vada,Passing
580802,valentin-vada,Long balls
187337,igor-vujacic,Ground duels
798207,aleksey-gritsaenko,Aerial duels
1084228,vladimir-pisarskiy,Finishing
904847,benjamin-garre,Long balls
904847,benjamin-garre,Playmaking
878909,fernando-costanza,Positioning
878909,fernando-costanza,Tackling
878909,fernando-costanza,Ground duels
836628,roman-ezhov,High pressing
836628,roman-ezhov,Ground duels
939497,maksim-vityugov,Long balls
258151,bernard-berisha,High pressing
855645,oleynikov-ivan,High pressing
350564,anton-shvets,Positioning
347028,nader-ghandri,Aerial duels
370150,miroslav-bogosavac,Ground duels
891597,arsen-adamov,Ground duels
112416,giorgi-shelia,Long shots saving
201826,khyzyr-appaev,High pressing
1049003,brahimi-mohamed-amin,Ball control
112833,irakli-kvekveskiri,Positioning
322483,sergey-bozhin,Positioning
58689,aleksandr-belenov,Reflexes
58689,aleksandr-belenov,Handling
790003,brian-mansilla,High pressing
790003,brian-mansilla,Positioning
790003,brian-mansilla,Long balls
985008,gabriel-florentin,Consistency
985008,gabriel-florentin,Long balls
985008,gabriel-florentin,Playmaking
1049701,ivan-basic,Long balls
989208,matias-perez,Tackling
989208,matias-perez,Positioning
989208,matias-perez,Ground duels
886395,nikolay-sysuev,Reflexes
151911,ognjen-ozegovic,Finishing
151911,ognjen-ozegovic,Penalty taking
798531,nikolay-kalinskiy,Penalty taking
798531,nikolay-kalinskiy,Playmaking
1138131,luka-ticic,Ball control
1138131,luka-ticic,Playmaking
1138131,luka-ticic,Long balls
843189,kirill-gotsuk,Aerial duels
843189,kirill-gotsuk,Positioning
1091613,aleksandrov-viktor,Ground duels
1091613,aleksandrov-viktor,Tackling
875283,nikita-kakkoev,Ground duels
875283,nikita-kakkoev,Tackling
94233,danijel-miskic,Long balls
919376,fanil-sungatulin,Long balls
920004,andrey-egorychev,High pressing
798914,silvije-begic,Positioning
792905,vladis-emmerson-illoy-ayyet,Aerial duels
1110161,italo,Ground duels
1148459,alex-fernandes,Ball control
1148459,alex-fernandes,Playmaking
855669,joao-lameira,High pressing
889158,kirill-kaplenko,Ground duels
878939,diego-luna,Tackling
878939,diego-luna,Ground duels
546336,martin-kramaric,Playmaking
1001955,kirill-kravtsov,Long balls
908617,vanja-drkusic,Aerial duels
908617,vanja-drkusic,Ground duels
1016660,marcelo-alves,Long balls
1016660,marcelo-alves,Aerial duels
963400,vyacheslav-litvinov,Aerial duels
1112879,kevin,Ball control
1112879,kevin,Anchor play
945479,sikan-danylo,Aerial duels
945479,sikan-danylo,Anchor play
1123925,georgiy-sudakov,Long balls
1123925,georgiy-sudakov,Ball control
1123925,georgiy-sudakov,Playmaking
353282,oleksandr-zubkov,Ball control
353282,oleksandr-zubkov,Playmaking
1485599,newerton-palmares,Ball control
45604,taras-stepanenko,Positioning
958923,artem-bondarenko,Playmaking
904850,bondar-valeriy,Aerial duels
976374,vladyslav-vanat,Anchor play
976374,vladyslav-vanat,Ball control
1523241,gorbach-igor,Positioning
1523241,gorbach-igor,Anchor play
1523241,gorbach-igor,Ball control
41116,andriy-yarmolenko,Ball control
41116,andriy-yarmolenko,Playmaking
793749,shaparenko-mykola,Long balls
793749,shaparenko-mykola,Playmaking
875677,giorgi-tsitaishvili,Ball control
1000408,volodymyr-brazhko,Positioning
137677,vitaliy-buyalskyi,Passing
137677,vitaliy-buyalskyi,Playmaking
875673,justin-lonwijk,High pressing
792296,pikhalyonok-oleksandr,Long balls
792296,pikhalyonok-oleksandr,Consistency
792296,pikhalyonok-oleksandr,Playmaking
1006066,nazar-voloshyn,Ball control
550192,vladyslav-kabaiev,Passing
550192,vladyslav-kabaiev,Ball control
1129429,brayan-ceballos,Aerial duels
887247,denys-popov,Positioning
887247,denys-popov,Aerial duels
137682,oleksandr-karavayev,Long balls
859393,vladyslav-dubinchak,Ball control
1111786,maksym-bragaru,Long balls
1111786,maksym-bragaru,Ball control
138813,heorhiy-bushchan,Handling
1035234,oleh-kozhushko,Anchor play
1035234,oleh-kozhushko,Ball control
998954,denys-kuzyk,Ball control
547474,maksym-zaderaka,Ball control
1400418,yehor-tverdokhlib,Aerial duels
1103553,yvan-dibango,Ball control
937075,andriy-poniedielnik,Aerial duels
791140,domingo-blanco,Tackling
791140,domingo-blanco,Playmaking
862061,bogdan-lednev,Ball control
1397133,mykyta-kononov,Ball control
1108718,luifer-hernandez,Finishing
137679,pylyp-budkivskyi,Aerial duels
137679,pylyp-budkivskyi,Positioning
137679,pylyp-budkivskyi,Anchor play
791171,oleksii-hutsuliak,Aerial duels
791171,oleksii-hutsuliak,Ball control
137675,ruslan-babenko,Positioning
137675,ruslan-babenko,Ball interception
190459,viacheslav-tankovskyi,Long balls
976983,artem-kozak,Ball control
976983,artem-kozak,Playmaking
837028,bohdan-kushnirenko,Positioning
837028,bohdan-kushnirenko,Aerial duels
912220,danylo-beskorovaynyi,Aerial duels
1067194,giorgi-maisuradze,Ball control
863373,yevgen-volynets,Runs out
863373,yevgen-volynets,Handling
1436201,krasnopir-igor,Anchor play
1436201,krasnopir-igor,Ball control
1034051,karabin-yaroslav,Playmaking
1218823,illia-kvasnytsya,Ball control
372340,ange-freddy-plumain,Ball control
1018265,talles-brener,Ball control
1218994,denys-pidgurskyi,Positioning
1147372,ruslan-nepeypiev,Ball control
1401185,bohdan-slyubyk,Positioning
1401185,bohdan-slyubyk,Aerial duels
1136050,roman-vitalii,Ball control
887214,oleh-veremiienko,Positioning
887214,oleh-veremiienko,Aerial duels
1161946,dmytro-ledvii,Consistency
1161946,dmytro-ledvii,Reflexes
1161946,dmytro-ledvii,Handling
1475051,mollo-bessala-guy-merlin,Ball control
797763,olivier-thill,Long balls
885043,muharrem-jashari,Ball control
885043,muharrem-jashari,Playmaking
951906,vladyslav-naumets,Ball control
985706,hennadii-pasich,Ball control
792685,serhiy-shestakov,Ball control
909190,denys-dolinskyi,Positioning
1005366,kucherenko-yevhenii,High claims
796519,herman-penkov,Runs out
255359,oleksandr-filippov,Anchor play
902020,andriy-kulakov,Anchor play
902020,andriy-kulakov,Ball control
189873,kyrylo-kovalets,Anchor play
189873,kyrylo-kovalets,Ball control
800144,ivan-kalyuzhnyi,Positioning
886250,artur-avagimian,Ball control
1127492,geovani,Ball control
976368,artem-shulianskyi,Ball control
1006092,denys-shostak,Ball control
792803,mykola-kovtaliuk,Anchor play
792803,mykola-kovtaliuk,Ball control
157649,serhii-miakushko,Ball control
906045,kane-ibrahim,Ball control
804419,demir-skrijelj,Ball control
804419,demir-skrijelj,Playmaking
1118028,nesterenko-ivan,Ball control
1031531,yevhen-pavliuk,Aerial duels
985279,isenko-pavlo,Runs out
985134,eduardo-guerrero,Anchor play
985134,eduardo-guerrero,Ball control
810687,denys-antyukh,Ball control
943736,zan-trontelj,Ball control
924230,anderson-jordan,Aerial duels
924230,anderson-jordan,Positioning
788160,ihor-kyriukhantsev,Ball control
887112,roman-vantukh,Ball interception
1142787,oleksandr-saputin,Runs out
986044,gytis-paulauskas,Positioning
842088,rangel,Anchor play
801482,denys-bezborodko,Anchor play
1001956,vladyslav-veleten,Ball control
979074,nika-gagnidze,Playmaking
859387,dmytro-topalov,Ball control
190453,mykyta-burda,Ball interception
190453,mykyta-burda,Positioning
864099,valeriy-bondarenko,Aerial duels
864099,valeriy-bondarenko,Ball interception
864099,valeriy-bondarenko,Positioning
887366,andriy-shtohrin,Aerial duels
887366,andriy-shtohrin,Ball control
793944,vasyliev-oleksandr,Positioning
801978,vitaliy-yermakov,Aerial duels
231296,ruslan-stepanyuk,Anchor play
231296,ruslan-stepanyuk,Ball control
1105889,mykola-haiduchyk,Aerial duels
1083598,iago-siqueira-augusto,Ball control
1105866,vitalii-dakhnovskyi,Ball control
792873,valerii-kucherov,Playmaking
793462,ruslan-chernenko,Consistency
793462,ruslan-chernenko,Playmaking
792541,igor-medynsky,Ball control
937083,taras-moroz,Positioning
937062,vitalii-hrusha,Ball control
287641,pavlo-lukyanchuk,Aerial duels
919427,vladyslav-pryimak,Ball interception
919427,vladyslav-pryimak,Positioning
1089044,remenyak-artur,Ball control
887101,vladyslav-vakula,Consistency
887101,vladyslav-vakula,Ball control
1398490,tymur-korablin,Ball control
1648910,ivan-stankovych,Ball control
876032,kyrylo-prokopchuk,Ball interception
876032,kyrylo-prokopchuk,Positioning
287667,andrii-boriachuk,Anchor play
138808,vladlen-yurchenko,Playmaking
138808,vladlen-yurchenko,Consistency
1648223,sergey-sten,Ball control
875718,artem-habelok,Playmaking
1001825,dmytro-kapinus,Ball control
794097,oleh-mozil,Runs out
1138856,adam-buksa,Finishing
1138856,adam-buksa,Positioning
1146009,franculino-dju,High pressing
999186,aral-simsir,Direct free kicks
999186,aral-simsir,Long balls
1106824,dario-osorio,Long shots
973533,emiliano-martinez,Aerial duels
973533,emiliano-martinez,Positioning
1145126,castillo-denil,Ground duels
845178,charles,Consistency
957921,oliver-sorensen,High pressing
1116573,pedro-bravo,Positioning
799947,juninho,Ground duels
120970,sverrir-ingi-ingason,Ground duels
1465159,diao-ousmane,Tackling
